Order_ID,Order_Date,Delivery_Date,Product,Category,Supplier,Region,Quantity,Unit_Price,Total_Cost,Shipping_Cost,Promised_Days,Delivery_Days,Delivery_Status,Customer_Rating
ORD101462,20-10-2024,22-10-2024,Gaming Mouse,Electronics,Supplier_13,East,1,81.09,81.09,4.14,6,2,On Time,5
ORD101463,19-06-2025,22-06-2025,Stainless Water Bottle,Home,Supplier_22,South,3,122.02,366.06,9.43,6,3,On Time,4.2
ORD101464,11-07-2025,13-07-2025,Office Chair,Home,Supplier_05,East,1,96.32,96.32,3.01,5,2,On Time,5
ORD101465,01-01-2024,02-01-2024,Desk Lamp,Home,Supplier_04,North,2,101.08,202.16,5.43,5,1,On Time,5
ORD101466,19-09-2025,28-09-2025,Yoga Mat,Sports,Supplier_18,Central,4,101.3,405.2,10.35,6,9,Delayed,2
ORD101467,06-08-2024,12-08-2024,Gaming Mouse,Electronics,Supplier_17,East,3,91.65,274.95,6.95,6,6,On Time,4.3
ORD101468,20-02-2024,27-02-2024,LED Monitor,Electronics,Supplier_24,East,1,298.22,298.22,8.21,6,7,Delayed,3.5
ORD101469,09-01-2024,18-01-2024,Bluetooth Speaker,Electronics,Supplier_27,North,1,160.98,160.98,5.39,6,9,Delayed,3.2
ORD101470,22-05-2024,29-05-2024,Wireless Earbuds,Electronics,Supplier_25,South,1,202.5,202.5,5.03,7,7,On Time,4
ORD101471,08-11-2024,27-11-2024,Wireless Earbuds,Electronics,Supplier_10,Central,1,220.59,220.59,5.9,7,19,Delayed,3
ORD101472,03-01-2024,11-01-2024,Fitness Tracker,Electronics,Supplier_22,South,1,197.99,197.99,4.49,7,8,Delayed,3.7
ORD101473,07-03-2025,11-03-2025,Office Chair,Home,Supplier_14,East,3,134.2,402.6,8.68,5,4,On Time,4.6
ORD101474,25-02-2024,11-03-2024,Office Chair,Home,Supplier_13,North,1,76.3,76.3,4,5,15,Delayed,4.1
ORD101475,14-07-2025,18-07-2025,Bluetooth Speaker,Electronics,Supplier_08,South,2,220.97,441.94,11.64,7,4,On Time,5
ORD101476,26-01-2025,05-02-2025,Fitness Tracker,Electronics,Supplier_12,West,1,179.31,179.31,4.8,8,10,Delayed,2.6
ORD101477,24-09-2024,29-09-2024,LED Monitor,Electronics,Supplier_09,North,1,164.73,164.73,5.78,6,5,On Time,5
ORD101478,04-06-2024,11-06-2024,Coffee Maker,Home,Supplier_30,East,2,16.99,33.98,2.57,5,7,Delayed,3.3
ORD101479,10-03-2024,13-03-2024,Running Shoes,Apparel,Supplier_02,North,1,31.24,31.24,3.1,4,3,On Time,4.1
ORD101480,25-10-2024,30-10-2024,Cookware Set,Home,Supplier_20,East,1,102.96,102.96,4.84,5,5,On Time,3.7
ORD101481,28-01-2024,02-02-2024,Wireless Earbuds,Electronics,Supplier_08,East,4,186.72,746.88,17.17,6,5,On Time,4.8
ORD101482,24-01-2024,31-01-2024,Coffee Maker,Home,Supplier_03,West,1,38.2,38.2,3.75,7,7,On Time,4.1
ORD101483,18-01-2025,20-01-2025,Running Shoes,Apparel,Supplier_20,East,5,61.29,306.45,9.06,4,2,On Time,3.9
ORD101484,13-02-2025,16-02-2025,Phone Case,Accessories,Supplier_15,South,1,53.29,53.29,2.42,5,3,On Time,4.3
ORD101485,26-03-2025,29-03-2025,Travel Adapter,Accessories,Supplier_22,South,1,13.87,13.87,0.8,5,3,On Time,4.2
ORD101486,09-08-2024,14-08-2024,Phone Case,Accessories,Supplier_08,North,3,29.21,87.63,2.74,4,5,Delayed,3.4
ORD101487,20-02-2025,26-02-2025,Phone Case,Accessories,Supplier_13,South,1,36.59,36.59,3.45,5,6,Delayed,3.3
ORD101488,09-03-2025,16-03-2025,Fitness Tracker,Electronics,Supplier_08,South,1,126.22,126.22,4.62,7,7,On Time,3.3
ORD101489,07-04-2025,08-04-2025,Office Chair,Home,Supplier_07,North,4,136.6,546.4,13.4,5,1,On Time,4.3
ORD101490,19-09-2024,22-09-2024,Phone Case,Accessories,Supplier_05,North,1,34.16,34.16,3.48,4,3,On Time,5
ORD101491,11-07-2024,19-07-2024,Noise Cancelling Headphones,Electronics,Supplier_10,Central,3,233.63,700.89,15.12,7,8,Delayed,4.4
ORD101492,21-09-2024,29-09-2024,Bluetooth Speaker,Electronics,Supplier_27,North,3,112.4,337.2,8.48,6,8,Delayed,3.2
ORD101493,14-09-2025,17-09-2025,Electric Kettle,Home,Supplier_11,North,3,135.34,406.02,9.73,5,3,On Time,4.3
ORD101494,04-10-2025,12-10-2025,Electric Kettle,Home,Supplier_20,East,2,87.13,174.26,4.26,5,8,Delayed,2.8
ORD101495,19-05-2024,28-05-2024,Smartwatch,Electronics,Supplier_08,South,3,108.59,325.77,7.34,7,9,Delayed,3.3
ORD101496,15-05-2025,19-05-2025,Backpack,Accessories,Supplier_29,West,2,14.97,29.94,3.06,6,4,On Time,3.5
ORD101497,01-04-2025,11-04-2025,LED Monitor,Electronics,Supplier_22,East,1,265.34,265.34,6.58,6,10,Delayed,4.4
ORD101498,15-04-2025,23-04-2025,Noise Cancelling Headphones,Electronics,Supplier_08,East,2,194.36,388.72,10.46,6,8,Delayed,3.3
ORD101499,13-03-2024,17-03-2024,Cookware Set,Home,Supplier_10,West,2,89.15,178.3,4.31,7,4,On Time,2.7
ORD101500,19-05-2025,20-05-2025,T-shirt,Apparel,Supplier_02,West,1,75.44,75.44,4.03,6,1,On Time,3.4
ORD101501,10-05-2024,18-05-2024,Office Chair,Home,Supplier_19,West,2,147.64,295.28,7.02,7,8,Delayed,3
ORD101502,20-07-2024,25-07-2024,Yoga Mat,Sports,Supplier_21,South,3,77.32,231.96,5.28,6,5,On Time,3.6
ORD101503,03-04-2025,09-04-2025,Cookware Set,Home,Supplier_18,East,2,138.07,276.14,6.82,5,6,Delayed,3.1
ORD101504,07-01-2024,14-01-2024,Sunglasses,Accessories,Supplier_02,West,1,16.22,16.22,3.08,6,7,Delayed,3.8
ORD101505,02-04-2025,05-04-2025,Desk Lamp,Home,Supplier_21,North,4,51.82,207.28,4.94,5,3,On Time,4.2
ORD101506,20-01-2024,26-01-2024,Gaming Mouse,Electronics,Supplier_26,South,1,189.05,189.05,5.66,7,6,On Time,3.4
ORD101507,23-09-2025,01-10-2025,Noise Cancelling Headphones,Electronics,Supplier_11,North,1,237.23,237.23,5.42,6,8,Delayed,2.9
ORD101508,04-02-2024,13-02-2024,Cookware Set,Home,Supplier_14,Central,1,119.8,119.8,5.2,6,9,Delayed,3.3
ORD101509,05-12-2024,09-12-2024,LED Monitor,Electronics,Supplier_10,South,1,138.99,138.99,5.06,7,4,On Time,3.7
ORD101510,22-03-2025,01-04-2025,Gaming Mouse,Electronics,Supplier_06,Central,1,55.83,55.83,1.71,7,10,Delayed,3.3
ORD101511,07-07-2025,10-07-2025,Office Chair,Home,Supplier_16,East,2,26.39,52.78,1.6,5,3,On Time,3.3
ORD101512,15-07-2024,19-07-2024,Bluetooth Speaker,Electronics,Supplier_28,North,1,196.26,196.26,5.8,6,4,On Time,4.3
ORD101513,05-09-2024,11-09-2024,Bluetooth Speaker,Electronics,Supplier_10,South,4,299.13,1196.52,24.68,7,6,On Time,4
ORD101514,18-06-2024,27-06-2024,LED Monitor,Electronics,Supplier_26,East,1,122.22,122.22,5.34,6,9,Delayed,2.7
ORD101515,03-11-2024,12-11-2024,Fitness Tracker,Electronics,Supplier_30,West,1,267.69,267.69,6.18,8,9,Delayed,3.1
ORD101516,26-11-2024,01-12-2024,Phone Case,Accessories,Supplier_18,North,1,11.04,11.04,2.77,4,5,Delayed,2.4
ORD101517,06-06-2024,16-06-2024,Cookware Set,Home,Supplier_14,West,3,36.92,110.76,2.89,7,10,Delayed,3.9
ORD101518,15-06-2025,20-06-2025,Office Chair,Home,Supplier_17,West,2,20.21,40.42,3.14,7,5,On Time,4.3
ORD101519,30-10-2024,06-11-2024,LED Monitor,Electronics,Supplier_13,South,6,128.72,772.32,16.06,7,7,On Time,4
ORD101520,28-04-2025,02-05-2025,Bluetooth Speaker,Electronics,Supplier_09,East,1,72.65,72.65,4.21,6,4,On Time,4.5
ORD101521,14-07-2024,23-07-2024,Coffee Maker,Home,Supplier_11,North,2,121.59,243.18,5.6,5,9,Delayed,4.1
ORD101522,14-10-2025,25-10-2025,Stainless Water Bottle,Home,Supplier_30,North,1,101.2,101.2,3.86,5,11,Delayed,3.4
ORD101523,31-08-2025,06-09-2025,Fitness Tracker,Electronics,Supplier_28,East,1,85.2,85.2,3.92,6,6,On Time,3.9
ORD101524,08-12-2024,16-12-2024,Desk Lamp,Home,Supplier_03,South,1,105.24,105.24,4.83,6,8,Delayed,3.4
ORD101525,17-02-2024,19-02-2024,Office Chair,Home,Supplier_24,North,1,28.29,28.29,3.4,5,2,On Time,3.8
ORD101526,16-05-2024,30-05-2024,Coffee Maker,Home,Supplier_02,North,1,72.2,72.2,2.21,5,14,Delayed,3.8
ORD101527,19-02-2025,25-02-2025,T-shirt,Apparel,Supplier_13,East,2,79.18,158.36,3.79,4,6,Delayed,2.1
ORD101528,26-11-2024,03-12-2024,Travel Adapter,Accessories,Supplier_20,South,3,19.06,57.18,2.17,5,7,Delayed,2.2
ORD101529,17-01-2024,20-01-2024,Phone Case,Accessories,Supplier_28,North,1,15.07,15.07,1,4,3,On Time,3.8
ORD101530,07-09-2025,11-09-2025,Stainless Water Bottle,Home,Supplier_07,Central,1,117.55,117.55,3.51,6,4,On Time,5
ORD101531,05-02-2025,11-02-2025,Electric Kettle,Home,Supplier_24,South,1,66.38,66.38,4.13,6,6,On Time,3.3
ORD101532,04-08-2024,10-08-2024,Office Chair,Home,Supplier_07,South,1,143.93,143.93,5.24,6,6,On Time,3.8
ORD101533,23-07-2024,28-07-2024,Sunglasses,Accessories,Supplier_07,East,1,32.2,32.2,3.2,4,5,Delayed,2.8
ORD101534,12-03-2024,21-03-2024,Smartwatch,Electronics,Supplier_10,Central,3,225.84,677.52,15.38,7,9,Delayed,4.6
ORD101535,10-05-2024,17-05-2024,Wireless Earbuds,Electronics,Supplier_07,North,2,141.33,282.66,6.74,6,7,Delayed,3.1
ORD101536,20-02-2025,26-02-2025,Coffee Maker,Home,Supplier_24,West,1,101.41,101.41,4.18,7,6,On Time,3.7
ORD101537,19-04-2024,21-04-2024,Running Shoes,Apparel,Supplier_24,East,1,37.16,37.16,3.42,4,2,On Time,3.7
ORD101538,05-07-2025,10-07-2025,Sunglasses,Accessories,Supplier_30,West,1,11.55,11.55,2.14,6,5,On Time,4.4
ORD101539,08-05-2025,11-05-2025,Bluetooth Speaker,Electronics,Supplier_23,North,4,225.75,903,18.62,6,3,On Time,4.7
ORD101540,23-10-2025,29-10-2025,Travel Adapter,Accessories,Supplier_23,North,4,56.29,225.16,5.65,4,6,Delayed,3.1
ORD101541,05-08-2024,11-08-2024,Coffee Maker,Home,Supplier_13,East,2,136.47,272.94,6.87,5,6,Delayed,3.6
ORD101542,06-04-2024,10-04-2024,Bluetooth Speaker,Electronics,Supplier_18,North,5,118.36,591.8,14.09,6,4,On Time,3.9
ORD101543,11-07-2024,18-07-2024,Smartwatch,Electronics,Supplier_25,South,1,183.9,183.9,4.6,7,7,On Time,3.5
ORD101544,14-10-2024,18-10-2024,Backpack,Accessories,Supplier_13,East,2,40.36,80.72,3.28,4,4,On Time,4.5
ORD101545,10-09-2024,15-09-2024,Fitness Tracker,Electronics,Supplier_18,East,2,274.65,549.3,12.05,6,5,On Time,4.3
ORD101546,05-01-2025,15-01-2025,Desk Lamp,Home,Supplier_10,West,1,101.27,101.27,3.25,7,10,Delayed,3.6
ORD101547,29-10-2024,03-11-2024,T-shirt,Apparel,Supplier_12,Central,1,36.71,36.71,3.64,5,5,On Time,3.8
ORD101548,20-08-2024,26-08-2024,Noise Cancelling Headphones,Electronics,Supplier_29,South,2,174.59,349.18,9.9,7,6,On Time,4.2
ORD101549,04-05-2024,08-05-2024,Sunglasses,Accessories,Supplier_15,North,1,27.66,27.66,3,4,4,On Time,4.5
ORD101550,09-03-2025,22-03-2025,Running Shoes,Apparel,Supplier_26,East,1,36.38,36.38,3.23,4,13,Delayed,3.1
ORD101551,20-07-2024,22-07-2024,Sunglasses,Accessories,Supplier_25,East,4,13.31,53.24,2.72,4,2,On Time,3.8
ORD101552,14-06-2025,20-06-2025,Smartwatch,Electronics,Supplier_30,North,1,133.18,133.18,5.25,6,6,On Time,4.6
ORD101553,23-01-2024,30-01-2024,Coffee Maker,Home,Supplier_12,South,1,58.81,58.81,3.14,6,7,Delayed,3.6
ORD101554,29-06-2024,07-07-2024,Smartwatch,Electronics,Supplier_14,West,1,92.36,92.36,3.35,8,8,On Time,3.6
ORD101555,31-12-2024,13-01-2025,Phone Case,Accessories,Supplier_19,East,1,43.85,43.85,3.83,4,13,Delayed,3.2
ORD101556,30-07-2025,04-08-2025,Bluetooth Speaker,Electronics,Supplier_24,West,1,285.25,285.25,6.56,8,5,On Time,3.5
ORD101557,26-02-2024,06-03-2024,LED Monitor,Electronics,Supplier_01,Central,2,74.49,148.98,5.25,7,9,Delayed,3.6
ORD101558,11-08-2025,15-08-2025,T-shirt,Apparel,Supplier_18,East,2,68.97,137.94,4.05,4,4,On Time,3.9
ORD101559,18-09-2024,26-09-2024,Electric Kettle,Home,Supplier_19,East,1,55.45,55.45,2.41,5,8,Delayed,3
ORD101560,29-07-2024,07-08-2024,Cookware Set,Home,Supplier_10,West,2,89.04,178.08,4.22,7,9,Delayed,4
ORD101561,06-07-2025,15-07-2025,LED Monitor,Electronics,Supplier_07,West,2,171.31,342.62,9.56,8,9,Delayed,2.2
ORD101562,16-02-2025,22-02-2025,Smartwatch,Electronics,Supplier_08,East,5,66.6,333,9.2,6,6,On Time,4.5
ORD101563,31-05-2025,11-06-2025,Gaming Mouse,Electronics,Supplier_19,West,3,200.37,601.11,13.49,8,11,Delayed,3.3
ORD101564,01-03-2025,04-03-2025,Bluetooth Speaker,Electronics,Supplier_16,South,1,199.74,199.74,6.78,7,3,On Time,4.6
ORD101565,12-06-2024,17-06-2024,Office Chair,Home,Supplier_21,North,2,133.74,267.48,8.13,5,5,On Time,3.4
ORD101566,02-06-2025,08-06-2025,Smartwatch,Electronics,Supplier_09,Central,1,220.85,220.85,7.26,7,6,On Time,4.4
ORD101567,02-03-2025,06-03-2025,Sunglasses,Accessories,Supplier_24,North,2,33.95,67.9,2.82,4,4,On Time,4.3
ORD101568,05-05-2025,10-05-2025,Sunglasses,Accessories,Supplier_15,North,2,35.06,70.12,2.21,4,5,Delayed,3.9
ORD101569,21-05-2025,04-06-2025,Yoga Mat,Sports,Supplier_24,North,1,96.85,96.85,4.5,5,14,Delayed,3.4
ORD101570,28-08-2024,03-09-2024,Desk Lamp,Home,Supplier_06,North,1,56.23,56.23,2.57,5,6,Delayed,3.2
ORD101571,18-05-2024,24-05-2024,LED Monitor,Electronics,Supplier_24,Central,2,62.97,125.94,4.16,7,6,On Time,4.2
ORD101572,16-12-2024,21-12-2024,Office Chair,Home,Supplier_16,North,2,29.15,58.3,3.78,5,5,On Time,5
ORD101573,18-04-2024,23-04-2024,Yoga Mat,Sports,Supplier_30,East,2,45.87,91.74,3.09,5,5,On Time,4
ORD101574,20-12-2024,24-12-2024,Office Chair,Home,Supplier_21,West,1,44.47,44.47,2.12,7,4,On Time,3.7
ORD101575,07-09-2024,15-09-2024,Phone Case,Accessories,Supplier_17,East,4,26.4,105.6,2.81,4,8,Delayed,3.5
ORD101576,14-06-2024,20-06-2024,Phone Case,Accessories,Supplier_27,West,3,36.68,110.04,4.04,6,6,On Time,3.8
ORD101577,01-05-2025,06-05-2025,Stainless Water Bottle,Home,Supplier_27,Central,2,19.58,39.16,2.4,6,5,On Time,4.1
ORD101578,19-08-2024,22-08-2024,Phone Case,Accessories,Supplier_25,North,2,55.47,110.94,4.33,4,3,On Time,4.9
ORD101579,23-03-2024,30-03-2024,Wireless Earbuds,Electronics,Supplier_14,South,1,261.05,261.05,7.91,7,7,On Time,3.9
ORD101580,17-12-2024,24-12-2024,LED Monitor,Electronics,Supplier_27,East,1,237.5,237.5,5.67,6,7,Delayed,3.8
ORD101581,19-07-2025,26-07-2025,Bluetooth Speaker,Electronics,Supplier_03,North,3,30.31,90.93,3.27,6,7,Delayed,3.5
ORD101582,10-04-2024,25-04-2024,LED Monitor,Electronics,Supplier_01,West,1,115.41,115.41,3.05,8,15,Delayed,3.4
ORD101583,14-08-2024,19-08-2024,Coffee Maker,Home,Supplier_17,South,2,69.81,139.62,3.89,6,5,On Time,3.8
ORD101584,31-01-2025,07-02-2025,Fitness Tracker,Electronics,Supplier_12,South,1,157.18,157.18,4.79,7,7,On Time,3.8
ORD101585,22-06-2024,23-06-2024,Phone Case,Accessories,Supplier_20,East,1,5.13,5.13,1.4,4,1,On Time,4.5
ORD101586,29-09-2024,04-10-2024,Travel Adapter,Accessories,Supplier_30,South,3,39.15,117.45,4.87,5,5,On Time,4.5
ORD101587,22-01-2025,23-01-2025,Sunglasses,Accessories,Supplier_22,West,1,21.66,21.66,3.4,6,1,On Time,3.8
ORD101588,18-12-2024,23-12-2024,Sunglasses,Accessories,Supplier_01,South,1,10.41,10.41,2.44,5,5,On Time,4.9
ORD101589,01-05-2025,15-05-2025,Wireless Earbuds,Electronics,Supplier_18,Central,2,30.39,60.78,2.84,7,14,Delayed,3
ORD101590,09-05-2025,13-05-2025,Office Chair,Home,Supplier_14,North,2,83.39,166.78,4.51,5,4,On Time,3.9
ORD101591,05-01-2024,20-01-2024,Wireless Earbuds,Electronics,Supplier_01,West,3,286.99,860.97,20.18,8,15,Delayed,2.6
ORD101592,15-12-2024,17-12-2024,Noise Cancelling Headphones,Electronics,Supplier_24,East,2,42.07,84.14,2.7,6,2,On Time,5
ORD101593,05-10-2024,10-10-2024,T-shirt,Apparel,Supplier_18,North,1,71.65,71.65,3.1,4,5,Delayed,2.7
ORD101594,22-01-2025,25-01-2025,Backpack,Accessories,Supplier_01,South,3,47.44,142.32,3.99,5,3,On Time,3.4
ORD101595,22-08-2024,25-08-2024,Noise Cancelling Headphones,Electronics,Supplier_27,North,2,91.64,183.28,5.07,6,3,On Time,4.4
ORD101596,01-10-2025,08-10-2025,Cookware Set,Home,Supplier_26,North,4,76.71,306.84,8.19,5,7,Delayed,3.2
ORD101597,30-07-2025,02-08-2025,Yoga Mat,Sports,Supplier_04,East,4,77.03,308.12,7.09,5,3,On Time,3.9
ORD101598,30-10-2024,02-11-2024,Running Shoes,Apparel,Supplier_17,East,4,34.59,138.36,5.25,4,3,On Time,4.2
ORD101599,31-03-2025,08-04-2025,LED Monitor,Electronics,Supplier_08,East,4,76.21,304.84,8.67,6,8,Delayed,3.9
ORD101600,21-10-2025,25-10-2025,Coffee Maker,Home,Supplier_20,East,3,101.48,304.44,8.03,5,4,On Time,4.3
ORD101601,06-06-2024,09-06-2024,Noise Cancelling Headphones,Electronics,Supplier_09,North,1,265.74,265.74,6.54,6,3,On Time,3.9
ORD101602,18-05-2024,27-05-2024,Desk Lamp,Home,Supplier_09,South,2,91.96,183.92,5.43,6,9,Delayed,1.6
ORD101603,04-05-2025,11-05-2025,Gaming Mouse,Electronics,Supplier_03,North,2,140.22,280.44,7.84,6,7,Delayed,4.1
ORD101604,26-08-2024,03-09-2024,Desk Lamp,Home,Supplier_13,West,1,76.73,76.73,4.03,7,8,Delayed,2.6
ORD101605,09-09-2024,16-09-2024,Fitness Tracker,Electronics,Supplier_19,East,1,79.52,79.52,4.04,6,7,Delayed,3.6
ORD101606,15-06-2025,19-06-2025,Bluetooth Speaker,Electronics,Supplier_23,North,2,95.56,191.12,6.75,6,4,On Time,4.6
ORD101607,01-05-2025,10-05-2025,Bluetooth Speaker,Electronics,Supplier_10,North,1,233.68,233.68,5.98,6,9,Delayed,3.3
ORD101608,31-03-2025,03-04-2025,Stainless Water Bottle,Home,Supplier_21,West,1,145.88,145.88,5.86,7,3,On Time,4.9
ORD101609,10-03-2024,14-03-2024,Phone Case,Accessories,Supplier_03,North,2,23.71,47.42,2.18,4,4,On Time,4.1
ORD101610,19-04-2024,27-04-2024,Gaming Mouse,Electronics,Supplier_13,East,1,151.23,151.23,3.76,6,8,Delayed,3.5
ORD101611,07-07-2024,12-07-2024,Gaming Mouse,Electronics,Supplier_18,East,2,205.89,411.78,9.96,6,5,On Time,4.1
ORD101612,11-07-2025,12-07-2025,Sunglasses,Accessories,Supplier_02,East,4,39.91,159.64,4.71,4,1,On Time,3.9
ORD101613,05-12-2024,19-12-2024,Wireless Earbuds,Electronics,Supplier_23,East,1,167.97,167.97,4.06,6,14,Delayed,4.4
ORD101614,21-01-2024,26-01-2024,Yoga Mat,Sports,Supplier_03,East,1,72.22,72.22,4.04,5,5,On Time,3.6
ORD101615,28-03-2024,10-04-2024,Sunglasses,Accessories,Supplier_28,West,1,54.48,54.48,1.77,6,13,Delayed,4
ORD101616,24-02-2024,28-02-2024,Cookware Set,Home,Supplier_21,South,2,73.6,147.2,5.18,6,4,On Time,4.4
ORD101617,09-10-2024,26-10-2024,Smartwatch,Electronics,Supplier_19,West,1,146.48,146.48,4.38,8,17,Delayed,4.2
ORD101618,28-06-2025,30-06-2025,Running Shoes,Apparel,Supplier_29,East,2,68.98,137.96,4.56,4,2,On Time,3.8
ORD101619,02-03-2024,05-03-2024,Noise Cancelling Headphones,Electronics,Supplier_30,East,4,145.37,581.48,14.56,6,3,On Time,4
ORD101620,19-06-2024,24-06-2024,Phone Case,Accessories,Supplier_08,East,1,50.31,50.31,3.27,4,5,Delayed,2.6
ORD101621,16-02-2024,22-02-2024,Coffee Maker,Home,Supplier_29,East,1,72.87,72.87,2.85,5,6,Delayed,3.3
ORD101622,09-10-2025,12-10-2025,Electric Kettle,Home,Supplier_16,East,1,143.39,143.39,5.03,5,3,On Time,4.1
ORD101623,13-05-2024,17-05-2024,T-shirt,Apparel,Supplier_02,Central,4,60.07,240.28,7.12,5,4,On Time,3.9
ORD101624,11-09-2025,20-09-2025,Stainless Water Bottle,Home,Supplier_22,South,1,49.78,49.78,3.35,6,9,Delayed,3
ORD101625,08-09-2024,09-09-2024,T-shirt,Apparel,Supplier_29,East,1,77.96,77.96,3.17,4,1,On Time,3.9
ORD101626,31-03-2024,07-04-2024,Office Chair,Home,Supplier_19,Central,6,48.19,289.14,8.42,6,7,Delayed,4.2
ORD101627,19-02-2025,22-02-2025,Phone Case,Accessories,Supplier_06,East,2,20.65,41.3,3.08,4,3,On Time,3.7
ORD101628,20-02-2025,06-03-2025,Smartwatch,Electronics,Supplier_01,North,2,205.28,410.56,9.32,6,14,Delayed,3.4
ORD101629,07-03-2024,15-03-2024,Coffee Maker,Home,Supplier_19,Central,3,51.53,154.59,4.3,6,8,Delayed,3.8
ORD101630,09-10-2025,16-10-2025,LED Monitor,Electronics,Supplier_25,West,1,131.92,131.92,3.93,8,7,On Time,3.7
ORD101631,18-03-2025,22-03-2025,Gaming Mouse,Electronics,Supplier_30,East,5,132.91,664.55,16.12,6,4,On Time,4.5
ORD101632,13-09-2025,28-09-2025,Stainless Water Bottle,Home,Supplier_10,West,1,109.06,109.06,4.52,7,15,Delayed,4.2
ORD101633,18-07-2024,23-07-2024,Yoga Mat,Sports,Supplier_19,South,3,44.39,133.17,4.45,6,5,On Time,4.2
ORD101634,15-08-2024,21-08-2024,Bluetooth Speaker,Electronics,Supplier_19,South,1,68.08,68.08,4.3,7,6,On Time,4.9
ORD101635,07-12-2024,10-12-2024,Gaming Mouse,Electronics,Supplier_22,East,1,184.8,184.8,5.62,6,3,On Time,4.3
ORD101636,18-12-2024,04-01-2025,Office Chair,Home,Supplier_11,Central,2,13.14,26.28,3.5,6,17,Delayed,2.8
ORD101637,24-01-2024,07-02-2024,Gaming Mouse,Electronics,Supplier_25,East,5,179.68,898.4,20.01,6,14,Delayed,4.6
ORD101638,17-01-2025,22-01-2025,LED Monitor,Electronics,Supplier_26,South,4,274.21,1096.84,23.86,7,5,On Time,4
ORD101639,16-06-2025,23-06-2025,Stainless Water Bottle,Home,Supplier_17,West,1,105.63,105.63,5.02,7,7,On Time,3.2
ORD101640,31-07-2025,06-08-2025,Desk Lamp,Home,Supplier_02,South,1,126.4,126.4,5.15,6,6,On Time,4.2
ORD101641,24-08-2024,28-08-2024,Running Shoes,Apparel,Supplier_14,East,5,72.66,363.3,9.39,4,4,On Time,4.1
ORD101642,25-02-2024,03-03-2024,Bluetooth Speaker,Electronics,Supplier_27,South,1,75.85,75.85,4.02,7,7,On Time,3.1
ORD101643,19-01-2025,23-01-2025,Stainless Water Bottle,Home,Supplier_11,East,2,96.27,192.54,4.96,5,4,On Time,3.7
ORD101644,29-09-2025,07-10-2025,Travel Adapter,Accessories,Supplier_25,Central,5,41.18,205.9,6.45,5,8,Delayed,3.7
ORD101645,05-09-2024,09-09-2024,Travel Adapter,Accessories,Supplier_20,North,3,50.4,151.2,5.06,4,4,On Time,3.5
ORD101646,16-07-2024,26-07-2024,Gaming Mouse,Electronics,Supplier_25,East,6,145.41,872.46,18.55,6,10,Delayed,3.9
ORD101647,05-05-2024,07-05-2024,Smartwatch,Electronics,Supplier_01,North,4,90.03,360.12,8.23,6,2,On Time,3.8
ORD101648,26-10-2025,01-11-2025,T-shirt,Apparel,Supplier_26,South,1,35.37,35.37,1.47,5,6,Delayed,2.9
ORD101649,06-03-2024,12-03-2024,Fitness Tracker,Electronics,Supplier_16,East,1,56.52,56.52,2.94,6,6,On Time,5
ORD101650,09-11-2024,16-11-2024,Bluetooth Speaker,Electronics,Supplier_12,East,1,197.96,197.96,4.66,6,7,Delayed,3.7
ORD101651,12-09-2024,16-09-2024,Office Chair,Home,Supplier_13,East,1,33.85,33.85,2.58,5,4,On Time,4.9
ORD101652,28-09-2025,04-10-2025,Cookware Set,Home,Supplier_06,North,3,12.25,36.75,1.66,5,6,Delayed,3.5
ORD101653,30-04-2025,07-05-2025,Electric Kettle,Home,Supplier_22,North,1,38.92,38.92,2.28,5,7,Delayed,5
ORD101654,19-06-2024,26-06-2024,Gaming Mouse,Electronics,Supplier_03,West,1,56.1,56.1,2.46,8,7,On Time,5
ORD101655,05-05-2025,07-05-2025,Travel Adapter,Accessories,Supplier_10,East,2,31.45,62.9,3.39,4,2,On Time,3.8
ORD101656,22-06-2025,26-06-2025,Bluetooth Speaker,Electronics,Supplier_23,East,2,257.59,515.18,12.27,6,4,On Time,4.3
ORD101657,23-02-2024,26-02-2024,Stainless Water Bottle,Home,Supplier_03,South,3,47.34,142.02,3.99,6,3,On Time,3.9
ORD101658,04-11-2024,07-11-2024,T-shirt,Apparel,Supplier_05,East,2,40,80,2.6,4,3,On Time,2.5
ORD101659,26-06-2024,01-07-2024,Gaming Mouse,Electronics,Supplier_23,East,3,43.96,131.88,5.06,6,5,On Time,3.6
ORD101660,19-08-2025,29-08-2025,LED Monitor,Electronics,Supplier_24,South,2,176.73,353.46,9.03,7,10,Delayed,3
ORD101661,13-04-2025,17-04-2025,Gaming Mouse,Electronics,Supplier_11,North,4,162.55,650.2,13.98,6,4,On Time,4.4
ORD101662,26-04-2025,30-04-2025,Desk Lamp,Home,Supplier_04,South,1,12.46,12.46,2.55,6,4,On Time,3.7
ORD101663,10-04-2025,16-04-2025,Stainless Water Bottle,Home,Supplier_01,East,1,89.51,89.51,3.52,5,6,Delayed,2.8
ORD101664,01-05-2024,02-05-2024,Backpack,Accessories,Supplier_15,East,4,5.44,21.76,2.8,4,1,On Time,5
ORD101665,31-07-2024,03-08-2024,Desk Lamp,Home,Supplier_25,East,1,126.98,126.98,4.64,5,3,On Time,3.4
ORD101666,19-03-2024,23-03-2024,T-shirt,Apparel,Supplier_04,South,1,49.63,49.63,1.86,5,4,On Time,3.8
