Order_ID,Order_Date,Delivery_Date,Product,Category,Supplier,Region,Quantity,Unit_Price,Total_Cost,Shipping_Cost,Promised_Days,Delivery_Days,Delivery_Status,Customer_Rating
ORD101271,2024-10-13,2024-10-17,Phone Case,Accessories,Supplier_02,South,2,18.42,36.84,1.35,5,4,Delivered,4.8
ORD101272,2025-07-08,2025-07-15,Phone Case,Accessories,Supplier_05,South,1,36.1,36.1,2.43,5,7,Delivered,4.0
ORD101273,2024-10-22,2024-10-27,Smartwatch,Electronics,Supplier_26,West,1,123.65,123.65,3.06,8,5,Delivered,3.6
ORD101274,2025-05-15,2025-05-21,Sunglasses,Accessories,Supplier_17,North,2,45.1,90.2,4.7,4,6,Delivered,2.7
ORD101275,2024-04-22,2024-04-28,Fitness Tracker,Electronics,Supplier_05,West,2,216.55,433.1,10.22,8,6,Delivered,3.9
ORD101276,2025-05-31,2025-06-06,Travel Adapter,Accessories,Supplier_29,West,4,16.36,65.44,3.14,6,6,Delivered,3.8
ORD101277,2025-01-03,2025-01-18,Noise Cancelling Headphones,Electronics,Supplier_05,North,3,100.84,302.52,8.31,6,15,Delivered,4.2
ORD101278,2024-11-07,2024-11-18,Smartwatch,Electronics,Supplier_30,North,1,83.36,83.36,3.37,6,11,Delivered,3.9
ORD101279,2025-01-14,2025-01-17,Travel Adapter,Accessories,Supplier_11,West,2,31.12,62.24,2.48,6,3,Delivered,5.0
ORD101280,2025-10-05,2025-09-10,Yoga Mat,Sports,Supplier_13,South,4,51.99,207.96,5.55,6,6,Delivered,3.6
ORD101281,2024-01-30,2024-07-02,Travel Adapter,Accessories,Supplier_24,West,2,27.55,55.1,2.86,6,6,Delivered,2.7
ORD101282,2024-06-23,2024-09-07,Backpack,Accessories,Supplier_19,Central,1,48.09,48.09,2.94,5,6,Delivered,3.9
ORD101283,2024-11-16,2024-03-12,Smartwatch,Electronics,Supplier_17,North,1,258.41,258.41,7.7,6,6,Delivered,3.3
ORD101284,2025-07-25,2025-07-29,Noise Cancelling Headphones,Electronics,Supplier_18,East,4,73.39,293.56,8.2,6,4,Delivered,5.0
ORD101285,2024-10-25,2024-10-31,Sunglasses,Accessories,Supplier_23,South,1,6.64,6.64,1.46,5,6,Delivered,2.5
ORD101286,2025-08-18,2025-08-26,Electric Kettle,Home,Supplier_10,North,3,117.48,352.44,9.79,5,8,Delivered,5.0
ORD101287,2025-09-29,2025-06-10,Sunglasses,Accessories,Supplier_27,South,1,44.4,44.4,2.67,5,6,Delivered,3.7
ORD101288,2024-11-15,2024-11-20,Wireless Earbuds,Electronics,Supplier_12,West,2,238.14,476.28,10.38,8,5,Delivered,3.6
ORD101289,2025-04-04,2025-07-04,Smartwatch,Electronics,Supplier_22,North,1,84.62,84.62,3.16,6,6,Delivered,4.4
ORD101290,2024-07-16,2024-07-18,Running Shoes,Apparel,Supplier_14,East,1,5.6,5.6,2.51,4,2,Delivered,5.0
ORD101291,2025-07-01,2025-08-07,Electric Kettle,Home,Supplier_10,East,1,45.52,45.52,2.65,5,37,Delivered,3.3
ORD101292,2024-02-13,2024-02-19,Wireless Earbuds,Electronics,Supplier_20,East,2,47.47,94.94,4.23,6,6,Delivered,5.0
ORD101293,2024-08-20,2024-08-28,Sunglasses,Accessories,Supplier_09,South,1,36.97,36.97,1.87,5,8,Delivered,2.5
ORD101294,2024-11-11,2024-11-15,Electric Kettle,Home,Supplier_19,South,1,96.34,96.34,2.66,6,4,Delivered,5.0
ORD101295,2025-10-26,2025-06-11,Bluetooth Speaker,Electronics,Supplier_24,West,2,101.69,203.38,5.68,8,6,Delivered,3.6
ORD101296,2024-09-08,2024-09-16,Phone Case,Accessories,Supplier_19,West,1,6.19,6.19,0.93,6,8,Delivered,2.9
ORD101297,2025-01-04,2025-07-01,Sunglasses,Accessories,Supplier_06,Central,4,34.33,137.32,4.41,5,6,Delivered,4.8
ORD101298,2024-06-21,2024-06-26,Noise Cancelling Headphones,Electronics,Supplier_21,Central,1,261.5,261.5,7.13,7,5,Delivered,3.3
ORD101299,2025-07-10,2025-07-27,Travel Adapter,Accessories,Supplier_25,West,1,20.26,20.26,2.06,6,17,Delivered,2.3
ORD101300,2024-09-08,2024-09-15,Gaming Mouse,Electronics,Supplier_05,South,2,270.07,540.14,11.85,7,7,Delivered,4.5
ORD101301,2025-01-25,2025-12-02,Bluetooth Speaker,Electronics,Supplier_02,East,1,220.12,220.12,6.72,6,6,Delivered,3.5
ORD101302,2024-02-05,2024-12-02,Electric Kettle,Home,Supplier_23,West,1,65.57,65.57,3.27,7,6,Delivered,3.6
ORD101303,2024-07-30,2024-07-08,Running Shoes,Apparel,Supplier_07,West,1,75.49,75.49,3.0,6,6,Delivered,3.4
ORD101304,2025-02-14,2025-02-23,Wireless Earbuds,Electronics,Supplier_15,West,1,298.7,298.7,7.48,8,9,Delivered,2.6
ORD101305,2025-08-16,2025-08-24,Smartwatch,Electronics,Supplier_14,East,1,274.51,274.51,6.39,6,8,Delivered,3.2
ORD101306,2025-08-31,2025-06-09,LED Monitor,Electronics,Supplier_14,North,1,202.71,202.71,5.98,6,6,Delivered,3.8
ORD101307,2025-08-31,2025-06-09,Coffee Maker,Home,Supplier_14,North,1,53.29,53.29,3.78,5,6,Delivered,2.9
ORD101308,2025-05-14,2025-05-23,Noise Cancelling Headphones,Electronics,Supplier_25,South,1,60.84,60.84,2.07,7,9,Delivered,3.5
ORD101309,2025-01-29,2025-04-02,Travel Adapter,Accessories,Supplier_30,West,1,52.72,52.72,2.6,6,6,Delivered,4.4
ORD101310,2024-01-15,2024-01-23,Sunglasses,Accessories,Supplier_28,East,1,41.42,41.42,1.59,4,8,Delivered,4.2
ORD101311,2024-11-26,2024-11-27,Phone Case,Accessories,Supplier_23,East,2,58.19,116.38,3.19,4,1,Delivered,3.9
ORD101312,2024-07-09,2024-07-19,LED Monitor,Electronics,Supplier_17,West,2,260.27,520.54,11.46,8,10,Delivered,4.7
ORD101313,2024-01-11,2024-01-16,Coffee Maker,Home,Supplier_18,North,1,114.25,114.25,4.68,5,5,Delivered,3.3
ORD101314,2025-08-26,2025-08-31,Smartwatch,Electronics,Supplier_22,Central,1,269.03,269.03,7.09,7,5,Delivered,4.4
ORD101315,2024-02-05,2024-06-02,Sunglasses,Accessories,Supplier_17,East,1,29.6,29.6,2.31,4,6,Delivered,4.4
ORD101316,2024-10-27,2024-02-11,Gaming Mouse,Electronics,Supplier_11,West,2,234.09,468.18,10.05,8,6,Delivered,5.0
ORD101317,2024-10-15,2024-10-24,Yoga Mat,Sports,Supplier_15,West,4,108.15,432.6,9.93,7,9,Delivered,3.7
ORD101318,2024-06-01,2024-04-06,Office Chair,Home,Supplier_11,South,1,30.0,30.0,3.26,6,6,Delivered,3.8
ORD101319,2024-04-23,2024-04-24,Office Chair,Home,Supplier_12,South,2,139.55,279.1,7.48,6,1,Delivered,4.4
ORD101320,2024-05-18,2024-05-22,T-shirt,Apparel,Supplier_20,South,1,54.26,54.26,3.55,5,4,Delivered,3.6
ORD101321,2025-03-31,2025-04-04,Sunglasses,Accessories,Supplier_07,East,2,21.57,43.14,2.81,4,4,Delivered,4.5
ORD101322,2025-05-26,2025-05-30,Bluetooth Speaker,Electronics,Supplier_09,East,1,55.87,55.87,2.85,6,4,Delivered,3.9
ORD101323,2025-06-02,2025-06-06,Office Chair,Home,Supplier_10,West,1,109.12,109.12,3.65,7,4,Delivered,3.7
ORD101324,2025-08-21,2025-08-25,Bluetooth Speaker,Electronics,Supplier_10,East,1,218.25,218.25,5.38,6,4,Delivered,3.7
ORD101325,2024-05-24,2024-05-27,Backpack,Accessories,Supplier_23,Central,5,50.73,253.65,7.92,5,3,Delivered,3.6
ORD101326,2024-03-24,2024-03-27,Coffee Maker,Home,Supplier_23,Central,4,15.13,60.52,3.2,6,3,Delivered,4.5
ORD101327,2025-08-19,2025-08-22,Sunglasses,Accessories,Supplier_11,South,2,27.18,54.36,3.71,5,3,Delivered,3.1
ORD101328,2025-07-01,2025-05-07,Sunglasses,Accessories,Supplier_12,South,4,6.36,25.44,2.35,5,6,Delivered,4.1
ORD101329,2024-05-05,2024-10-05,Office Chair,Home,Supplier_30,North,2,24.39,48.78,3.36,5,6,Delivered,5.0
ORD101330,2024-01-19,2024-01-22,T-shirt,Apparel,Supplier_10,North,1,15.16,15.16,2.86,4,3,Delivered,4.2
ORD101331,2025-06-13,2025-06-17,Running Shoes,Apparel,Supplier_19,Central,1,20.8,20.8,1.62,5,4,Delivered,3.4
ORD101332,2024-12-08,2024-12-14,Office Chair,Home,Supplier_13,East,2,80.06,160.12,3.74,5,6,Delivered,3.8
ORD101333,2024-01-30,2024-07-02,Gaming Mouse,Electronics,Supplier_27,Central,2,84.29,168.58,6.14,7,6,Delivered,2.3
ORD101334,2024-07-07,2024-10-07,Desk Lamp,Home,Supplier_25,South,3,73.85,221.55,5.03,6,6,Delivered,4.0
ORD101335,2024-10-21,2024-10-28,LED Monitor,Electronics,Supplier_10,North,2,130.34,260.68,6.4,6,7,Delivered,2.7
ORD101336,2024-04-17,2024-04-22,Phone Case,Accessories,Supplier_10,South,3,42.42,127.26,3.17,5,5,Delivered,3.6
ORD101337,2025-01-25,2025-01-02,Stainless Water Bottle,Home,Supplier_12,West,1,140.78,140.78,3.85,7,6,Delivered,3.6
ORD101338,2024-08-18,2024-08-25,Fitness Tracker,Electronics,Supplier_21,North,2,231.05,462.1,9.8,6,7,Delivered,4.2
ORD101339,2024-05-21,2024-05-22,T-shirt,Apparel,Supplier_24,East,2,73.79,147.58,5.4,4,1,Delivered,4.9
ORD101340,2025-09-27,2025-03-10,Sunglasses,Accessories,Supplier_07,North,1,57.66,57.66,2.51,4,6,Delivered,2.6
ORD101341,2025-07-23,2025-05-08,Coffee Maker,Home,Supplier_27,North,1,66.27,66.27,3.44,5,6,Delivered,3.6
ORD101342,2024-07-02,2024-12-07,Office Chair,Home,Supplier_09,South,1,105.98,105.98,4.33,6,6,Delivered,3.5
ORD101343,2025-08-25,2025-01-09,Office Chair,Home,Supplier_23,North,2,15.63,31.26,3.03,5,6,Delivered,2.9
ORD101344,2024-09-22,2024-09-29,T-shirt,Apparel,Supplier_05,North,1,54.48,54.48,3.03,4,7,Delivered,3.7
ORD101345,2024-05-14,2024-05-17,Running Shoes,Apparel,Supplier_20,North,1,46.49,46.49,1.96,4,3,Delivered,4.1
ORD101346,2025-09-02,2025-04-09,Electric Kettle,Home,Supplier_08,South,1,12.93,12.93,3.14,6,6,Delivered,4.2
ORD101347,2025-06-19,2025-06-28,Bluetooth Speaker,Electronics,Supplier_02,West,1,184.91,184.91,5.64,8,9,Delivered,4.1
ORD101348,2024-10-23,2024-10-31,Noise Cancelling Headphones,Electronics,Supplier_08,Central,2,168.62,337.24,7.65,7,8,Delivered,4.5
ORD101349,2025-02-09,2025-02-21,Bluetooth Speaker,Electronics,Supplier_02,East,2,140.43,280.86,7.43,6,12,Delivered,1.9
ORD101350,2024-01-18,2024-01-27,Running Shoes,Apparel,Supplier_14,North,1,19.38,19.38,3.17,4,9,Delivered,2.8
ORD101351,2025-03-13,2025-03-22,Smartwatch,Electronics,Supplier_23,North,2,252.08,504.16,11.6,6,9,Delivered,2.8
ORD101352,2025-05-31,2025-05-06,Sunglasses,Accessories,Supplier_04,Central,5,34.1,170.5,4.36,5,6,Delivered,4.5
ORD101353,2025-09-16,2025-09-23,LED Monitor,Electronics,Supplier_01,South,1,118.01,118.01,4.27,7,7,Delivered,3.6
ORD101354,2025-06-20,2025-06-24,Office Chair,Home,Supplier_30,North,1,85.77,85.77,4.61,5,4,Delivered,3.4
ORD101355,2024-10-08,2024-10-14,Yoga Mat,Sports,Supplier_14,South,4,41.99,167.96,5.82,6,6,Delivered,5.0
ORD101356,2025-01-12,2025-01-25,Sunglasses,Accessories,Supplier_16,South,1,19.1,19.1,1.69,5,13,Delivered,3.1
ORD101357,2024-02-12,2024-02-15,Coffee Maker,Home,Supplier_25,South,3,25.95,77.85,3.7,6,3,Delivered,5.0
ORD101358,2024-01-20,2024-01-21,Backpack,Accessories,Supplier_11,South,2,6.45,12.9,2.48,5,1,Delivered,3.0
ORD101359,2024-08-22,2024-08-26,Backpack,Accessories,Supplier_21,East,3,11.02,33.06,1.55,4,4,Delivered,5.0
ORD101360,2025-08-07,2025-08-08,Phone Case,Accessories,Supplier_30,East,4,9.11,36.44,1.46,4,1,Delivered,4.0
ORD101361,2024-02-16,2024-02-17,Stainless Water Bottle,Home,Supplier_21,West,1,59.34,59.34,3.62,7,1,Delivered,3.9
ORD101362,2025-03-26,2025-03-30,Electric Kettle,Home,Supplier_08,North,1,46.1,46.1,1.66,5,4,Delivered,4.7
ORD101363,2025-08-09,2025-08-16,Office Chair,Home,Supplier_24,South,2,97.83,195.66,5.46,6,7,Delivered,2.2
ORD101364,2024-11-23,2024-11-28,Phone Case,Accessories,Supplier_30,North,5,29.11,145.55,5.57,4,5,Delivered,4.0
ORD101365,2024-01-16,2024-01-23,Yoga Mat,Sports,Supplier_14,Central,1,17.01,17.01,1.23,6,7,Delivered,3.2
ORD101366,2024-11-23,2024-11-29,Yoga Mat,Sports,Supplier_30,North,2,8.19,16.38,1.07,5,6,Delivered,1.7
ORD101367,2025-04-17,2025-04-21,Phone Case,Accessories,Supplier_27,North,3,13.0,39.0,3.3,4,4,Delivered,4.1
ORD101368,2025-07-24,2025-09-08,Gaming Mouse,Electronics,Supplier_26,West,1,144.86,144.86,5.62,8,46,Delivered,3.2
ORD101369,2024-12-23,2024-12-27,Sunglasses,Accessories,Supplier_06,South,3,9.34,28.02,3.31,5,4,Delivered,4.3
ORD101370,2025-04-26,2025-04-28,Backpack,Accessories,Supplier_29,East,1,4.59,4.59,1.56,4,2,Delivered,3.9
ORD101371,2025-07-04,2025-12-07,Phone Case,Accessories,Supplier_01,West,2,16.2,32.4,3.52,6,6,Delivered,4.1
ORD101372,2024-04-03,2024-10-04,Backpack,Accessories,Supplier_19,North,4,16.45,65.8,2.75,4,6,Delivered,3.7
ORD101373,2024-02-18,2024-02-22,Travel Adapter,Accessories,Supplier_04,North,1,27.4,27.4,1.35,4,4,Delivered,3.3
ORD101374,2024-10-17,2024-10-25,Smartwatch,Electronics,Supplier_10,South,5,225.51,1127.55,23.1,7,8,Delivered,3.4
ORD101375,2025-09-18,2025-09-26,Fitness Tracker,Electronics,Supplier_21,East,3,258.36,775.08,16.81,6,8,Delivered,3.1
ORD101376,2024-12-27,2025-03-01,Office Chair,Home,Supplier_17,East,4,78.92,315.68,9.06,5,6,Delivered,3.9
ORD101377,2025-10-20,2025-10-25,Sunglasses,Accessories,Supplier_29,North,3,42.69,128.07,4.99,4,5,Delivered,3.9
ORD101378,2024-03-02,2024-11-03,LED Monitor,Electronics,Supplier_28,West,1,40.88,40.88,3.39,8,6,Delivered,2.5
ORD101379,2024-12-16,2024-12-23,Noise Cancelling Headphones,Electronics,Supplier_15,East,3,76.53,229.59,7.14,6,7,Delivered,2.9
ORD101380,2024-03-04,2024-08-03,T-shirt,Apparel,Supplier_07,South,1,46.34,46.34,1.94,5,6,Delivered,5.0
ORD101381,2025-02-03,2025-10-02,Running Shoes,Apparel,Supplier_11,South,2,62.13,124.26,3.25,5,6,Delivered,2.9
ORD101382,2025-02-09,2025-11-02,Yoga Mat,Sports,Supplier_24,North,1,37.36,37.36,2.33,5,6,Delivered,4.8
ORD101383,2024-02-22,2024-02-26,Fitness Tracker,Electronics,Supplier_21,North,1,194.66,194.66,5.5,6,4,Delivered,5.0
ORD101384,2024-12-31,2025-05-01,T-shirt,Apparel,Supplier_23,North,1,52.5,52.5,2.01,4,6,Delivered,4.6
ORD101385,2024-08-18,2024-08-20,Yoga Mat,Sports,Supplier_01,North,1,46.92,46.92,3.01,5,2,Delivered,4.2
ORD101386,2024-04-24,2024-04-26,Smartwatch,Electronics,Supplier_26,North,3,153.87,461.61,10.42,6,2,Delivered,3.7
ORD101387,2025-07-06,2025-11-07,Backpack,Accessories,Supplier_19,Central,1,33.32,33.32,2.19,5,6,Delivered,3.5
ORD101388,2025-03-01,2025-04-03,Coffee Maker,Home,Supplier_06,East,5,117.34,586.7,13.91,5,33,Delivered,4.1
ORD101389,2024-12-30,2025-10-01,Travel Adapter,Accessories,Supplier_28,North,2,7.59,15.18,2.21,4,6,Delivered,3.5
ORD101390,2024-10-02,2024-10-10,Gaming Mouse,Electronics,Supplier_27,North,1,94.65,94.65,2.86,6,8,Delivered,3.0
ORD101391,2024-06-06,2024-06-13,Cookware Set,Home,Supplier_17,South,5,12.09,60.45,1.85,6,7,Delivered,2.6
ORD101392,2025-04-06,2025-04-14,Smartwatch,Electronics,Supplier_03,South,1,132.16,132.16,5.29,7,8,Delivered,3.1
ORD101393,2024-04-13,2024-04-17,Gaming Mouse,Electronics,Supplier_22,North,2,155.71,311.42,8.48,6,4,Delivered,3.3
ORD101394,2024-10-22,2024-10-28,Running Shoes,Apparel,Supplier_06,West,2,53.39,106.78,3.47,6,6,Delivered,3.6
ORD101395,2025-03-13,2025-03-19,LED Monitor,Electronics,Supplier_16,Central,2,233.72,467.44,10.28,7,6,Delivered,3.1
ORD101396,2025-09-03,2025-09-09,Smartwatch,Electronics,Supplier_30,East,2,61.24,122.48,3.95,6,6,Delivered,4.3
ORD101397,2025-07-22,2025-07-29,Bluetooth Speaker,Electronics,Supplier_01,East,1,213.55,213.55,5.43,6,7,Delivered,4.3
ORD101398,2024-09-16,2024-09-21,T-shirt,Apparel,Supplier_13,South,1,15.75,15.75,1.24,5,5,Delivered,4.4
ORD101399,2024-03-28,2024-11-04,Bluetooth Speaker,Electronics,Supplier_15,North,2,295.29,590.58,12.76,6,6,Delivered,3.1
ORD101400,2024-03-01,2024-05-03,T-shirt,Apparel,Supplier_11,East,5,24.02,120.1,3.12,4,6,Delivered,5.0
ORD101401,2025-05-29,2025-03-06,Backpack,Accessories,Supplier_19,South,2,50.95,101.9,4.23,5,6,Delivered,4.5
ORD101402,2024-12-25,2024-12-29,Electric Kettle,Home,Supplier_01,East,3,61.71,185.13,6.42,5,4,Delivered,4.5
ORD101403,2024-12-11,2024-12-12,T-shirt,Apparel,Supplier_21,East,1,70.95,70.95,3.87,4,1,Delivered,3.7
ORD101404,2025-04-09,2025-11-04,Desk Lamp,Home,Supplier_23,North,3,117.58,352.74,9.45,5,6,Delivered,4.4
ORD101405,2025-06-11,2025-06-18,Bluetooth Speaker,Electronics,Supplier_02,East,2,176.45,352.9,8.49,6,7,Delivered,3.2
ORD101406,2024-11-14,2024-11-18,Running Shoes,Apparel,Supplier_15,East,3,29.77,89.31,3.63,4,4,Delivered,4.8
ORD101407,2024-12-26,2024-12-30,Backpack,Accessories,Supplier_06,North,3,48.13,144.39,3.81,4,4,Delivered,3.5
ORD101408,2024-05-04,2024-08-05,Gaming Mouse,Electronics,Supplier_22,North,1,223.51,223.51,5.25,6,6,Delivered,5.0
ORD101409,2024-04-22,2024-02-05,Noise Cancelling Headphones,Electronics,Supplier_30,West,2,247.94,495.88,12.06,8,6,Delivered,3.0
ORD101410,2024-07-21,2024-07-24,Backpack,Accessories,Supplier_23,North,2,33.83,67.66,3.29,4,3,Delivered,3.6
ORD101411,2024-12-05,2024-06-12,Running Shoes,Apparel,Supplier_21,Central,1,35.65,35.65,1.34,5,6,Delivered,5.0
ORD101412,2024-07-24,2024-07-25,Backpack,Accessories,Supplier_12,East,2,37.97,75.94,2.26,4,1,Delivered,4.3
ORD101413,2024-06-17,2024-06-23,Travel Adapter,Accessories,Supplier_08,South,2,12.15,24.3,2.68,5,6,Delivered,5.0
ORD101414,2024-01-13,2024-01-18,Bluetooth Speaker,Electronics,Supplier_05,East,3,147.11,441.33,10.47,6,5,Delivered,4.7
ORD101415,2024-03-11,2024-03-15,Sunglasses,Accessories,Supplier_05,East,3,44.25,132.75,3.22,4,4,Delivered,3.4
ORD101416,2025-08-15,2025-08-20,Fitness Tracker,Electronics,Supplier_24,East,1,295.02,295.02,6.9,6,5,Delivered,4.0
ORD101417,2025-07-29,2025-01-08,Travel Adapter,Accessories,Supplier_12,North,2,3.96,7.92,1.86,4,6,Delivered,4.9
ORD101418,2025-08-23,2025-08-27,Cookware Set,Home,Supplier_23,West,2,139.65,279.3,7.23,7,4,Delivered,5.0
ORD101419,2025-02-25,2025-02-28,Office Chair,Home,Supplier_30,South,1,66.9,66.9,3.66,6,3,Delivered,4.6
ORD101420,2025-06-26,2025-01-07,Sunglasses,Accessories,Supplier_25,Central,3,30.69,92.07,3.59,5,6,Delivered,3.7
ORD101421,2025-01-30,2025-01-31,Office Chair,Home,Supplier_26,North,1,83.09,83.09,3.0,5,1,Delivered,3.0
ORD101422,2024-07-25,2024-07-28,Coffee Maker,Home,Supplier_25,North,4,82.67,330.68,9.14,5,3,Delivered,3.3
ORD101423,2025-04-15,2025-04-18,Bluetooth Speaker,Electronics,Supplier_22,South,1,90.53,90.53,3.21,7,3,Delivered,3.3
ORD101424,2025-01-23,2025-01-28,Travel Adapter,Accessories,Supplier_28,North,4,45.71,182.84,4.65,4,5,Delivered,3.8
ORD101425,2025-07-31,2025-09-08,Stainless Water Bottle,Home,Supplier_17,East,2,27.25,54.5,3.32,5,39,Delivered,3.4
ORD101426,2024-01-29,2024-04-02,Fitness Tracker,Electronics,Supplier_17,West,1,142.2,142.2,4.3,8,6,Delivered,5.0
ORD101427,2025-06-02,2025-08-06,Desk Lamp,Home,Supplier_03,West,1,124.64,124.64,3.49,7,6,Delivered,4.2
ORD101428,2024-11-08,2024-11-14,Electric Kettle,Home,Supplier_04,East,1,142.53,142.53,5.65,5,6,Delivered,3.3
ORD101429,2024-11-09,2024-11-18,Phone Case,Accessories,Supplier_27,East,1,22.83,22.83,1.43,4,9,Delivered,3.5
ORD101430,2024-01-20,2024-01-25,Office Chair,Home,Supplier_29,East,1,141.99,141.99,4.07,5,5,Delivered,3.1
ORD101431,2024-08-06,2024-11-08,Noise Cancelling Headphones,Electronics,Supplier_07,Central,1,211.93,211.93,6.21,7,6,Delivered,4.7
ORD101432,2024-02-14,2024-02-27,Electric Kettle,Home,Supplier_18,East,1,84.99,84.99,3.65,5,13,Delivered,2.5
ORD101433,2024-09-15,2024-09-22,LED Monitor,Electronics,Supplier_06,Central,3,90.05,270.15,8.28,7,7,Delivered,4.6
ORD101434,2025-04-30,2025-11-05,Smartwatch,Electronics,Supplier_28,Central,1,147.13,147.13,5.13,7,6,Delivered,3.5
ORD101435,2025-08-07,2025-12-08,Noise Cancelling Headphones,Electronics,Supplier_15,South,1,174.84,174.84,5.0,7,6,Delivered,4.0
ORD101436,2025-02-10,2025-02-15,Running Shoes,Apparel,Supplier_22,Central,2,71.63,143.26,5.25,5,5,Delivered,3.5
ORD101437,2024-08-20,2024-08-27,Coffee Maker,Home,Supplier_23,West,1,56.53,56.53,2.77,7,7,Delivered,4.7
ORD101438,2024-12-08,2024-12-15,Electric Kettle,Home,Supplier_16,East,2,91.67,183.34,5.36,5,7,Delivered,3.5
ORD101439,2024-05-12,2024-05-17,Stainless Water Bottle,Home,Supplier_29,East,1,121.5,121.5,3.92,5,5,Delivered,4.2
ORD101440,2025-07-31,2025-09-08,Noise Cancelling Headphones,Electronics,Supplier_15,North,2,237.8,475.6,11.52,6,39,Delivered,3.2
ORD101441,2024-06-26,2024-02-07,Phone Case,Accessories,Supplier_15,Central,3,55.7,167.1,4.1,5,6,Delivered,3.7
ORD101442,2024-07-29,2024-05-08,LED Monitor,Electronics,Supplier_17,East,4,273.92,1095.68,22.99,6,6,Delivered,2.6
ORD101443,2024-02-07,2024-02-19,Cookware Set,Home,Supplier_15,North,2,72.36,144.72,4.28,5,12,Delivered,2.7
ORD101444,2025-08-06,2025-10-08,Electric Kettle,Home,Supplier_02,East,2,103.9,207.8,5.25,5,6,Delivered,4.2
ORD101445,2024-01-12,2024-01-17,Office Chair,Home,Supplier_15,South,1,96.48,96.48,2.78,6,5,Delivered,4.1
ORD101446,2025-09-17,2025-02-10,Backpack,Accessories,Supplier_24,Central,1,13.28,13.28,3.02,5,6,Delivered,2.6
ORD101447,2025-08-14,2025-08-22,Wireless Earbuds,Electronics,Supplier_13,North,2,63.98,127.96,4.18,6,8,Delivered,3.5
ORD101448,2025-02-09,2025-11-02,T-shirt,Apparel,Supplier_27,East,1,75.19,75.19,4.39,4,6,Delivered,4.1
ORD101449,2025-07-19,2025-07-24,Wireless Earbuds,Electronics,Supplier_24,West,1,64.56,64.56,2.98,8,5,Delivered,4.0
ORD101450,2024-10-25,2024-10-29,Coffee Maker,Home,Supplier_19,East,2,130.98,261.96,6.01,5,4,Delivered,3.7
ORD101451,2024-04-28,2024-02-05,Stainless Water Bottle,Home,Supplier_02,South,1,99.91,99.91,4.88,6,6,Delivered,4.1
ORD101452,2025-04-21,2025-04-25,Cookware Set,Home,Supplier_12,North,3,66.51,199.53,5.28,5,4,Delivered,5.0
ORD101453,2025-06-13,2025-06-20,Stainless Water Bottle,Home,Supplier_18,Central,1,93.53,93.53,3.99,6,7,Delivered,3.8
ORD101454,2025-05-12,2025-05-13,Phone Case,Accessories,Supplier_30,South,3,44.83,134.49,4.02,5,1,Delivered,4.0
ORD101455,2024-11-14,2024-11-17,Stainless Water Bottle,Home,Supplier_30,North,1,149.75,149.75,4.7,5,3,Delivered,5.0
ORD101456,2025-06-23,2025-06-30,Sunglasses,Accessories,Supplier_02,West,1,19.03,19.03,2.18,6,7,Delivered,2.9
ORD101457,2024-05-20,2024-02-06,Backpack,Accessories,Supplier_14,South,1,19.18,19.18,1.49,5,6,Delivered,4.0
ORD101458,2024-09-10,2024-09-15,Yoga Mat,Sports,Supplier_25,North,2,62.68,125.36,4.01,5,5,Delivered,3.4
ORD101459,2025-05-26,2025-03-06,LED Monitor,Electronics,Supplier_25,West,1,172.16,172.16,5.29,8,6,Delivered,4.7
ORD101460,2024-03-06,2024-11-03,Cookware Set,Home,Supplier_12,West,3,16.68,50.04,1.87,7,6,Delivered,3.3
ORD101461,2025-07-10,2025-07-18,Gaming Mouse,Electronics,Supplier_15,South,1,153.61,153.61,4.51,7,8,Delivered,3.5
ORD101462,2024-10-20,2024-10-22,Gaming Mouse,Electronics,Supplier_13,East,1,81.09,81.09,4.14,6,2,Delivered,5.0
ORD101463,2025-06-19,2025-06-22,Stainless Water Bottle,Home,Supplier_22,South,3,122.02,366.06,9.43,6,3,Delivered,4.2
ORD101464,2025-07-11,2025-07-13,Office Chair,Home,Supplier_05,East,1,96.32,96.32,3.01,5,2,Delivered,5.0
ORD101465,2024-01-01,2024-02-01,Desk Lamp,Home,Supplier_04,North,2,101.08,202.16,5.43,5,31,Delivered,5.0
ORD101466,2025-09-19,2025-09-28,Yoga Mat,Sports,Supplier_18,Central,4,101.3,405.2,10.35,6,9,Delivered,2.0
ORD101467,2024-08-06,2024-12-08,Gaming Mouse,Electronics,Supplier_17,East,3,91.65,274.95,6.95,6,6,Delivered,4.3
ORD101468,2024-02-20,2024-02-27,LED Monitor,Electronics,Supplier_24,East,1,298.22,298.22,8.21,6,7,Delivered,3.5
ORD101469,2024-01-09,2024-01-18,Bluetooth Speaker,Electronics,Supplier_27,North,1,160.98,160.98,5.39,6,9,Delivered,3.2
ORD101470,2024-05-22,2024-05-29,Wireless Earbuds,Electronics,Supplier_25,South,1,202.5,202.5,5.03,7,7,Delivered,4.0
ORD101471,2024-11-08,2024-11-27,Wireless Earbuds,Electronics,Supplier_10,Central,1,220.59,220.59,5.9,7,19,Delivered,3.0
ORD101472,2024-01-03,2024-11-01,Fitness Tracker,Electronics,Supplier_22,South,1,197.99,197.99,4.49,7,6,Delivered,3.7
ORD101473,2025-03-07,2025-11-03,Office Chair,Home,Supplier_14,East,3,134.2,402.6,8.68,5,6,Delivered,4.6
